Toidu nimi (EST),"Energia (sh kiudained), kcal","Süsivesikud, imenduvad, g","Rasvad, g","Valgud, g","Alkohol, g","Vesi, g","Tuhk, g","Süsivesikud, kokku, g","Kiudained, g","Tärklis, g","Suhkrud, kokku, g","Sahharoos, g","Laktoos, g","Maltoos, g","Glükoos, g","Fruktoos, g","Galaktoos, g","Rasvhapped, kokku, g","Küllastunud rasvhapped, g","Monoküllastumata rasvhapped, g","Polüküllastumata rasvhapped, g","Trans-rasvhapped, g","Palmitiinhape (C16), g","Steariinhape (C18), g","Linoolhape (C18:2), g","Linoleenhape (C18:3), g","Kolesterool, mg","Naatrium, mg","Kaalium, mg","Kaltsium, mg","Magneesium, mg","Fosfor, mg","Raud, mg","Tsink, mg","Vask, mg","Mangaan, mg","Jood, µg","Seleen, µg","Kroom, µg","Nikkel, µg","Vitamiin A, RE","Retinool, µg","Beeta-karoteeni ekvivalent, BCE","Vitamiin D, µg","Vitamiin D3, µg","Vitamiin E, ?TE","Vitamiin K, µg","Vitamiin B1, mg","Vitamiin B2, mg","Niatsiini ekvivalent, kokku, NE","Niatsiin, mg","Niatsiini ekviv. trüptofaanist, mg","Pantoteenhape, mg","Vitamiin B6, mg","Biotiin, µg","Folaadid, µg","Vitamiin B12, µg","Vitamiin C, mg","Soola ekvivalent, g"
Vasikalihatarrend,84.90000153,0,2.5,15.60000038,0,80,2.099999905,0,0,0,0,0,0,0,0,0,,2.279999971,0.980000019,1.029999971,0.270000011,,0.529999971,0.400000006,0.140000001,0.050000001,34,840,120,8,10,90,0.75,1.649999976,,,,9.600000381,,,3.58100009,3,7,,,0.289999992,,0.079999998,0.189999998,3.900000095,1.899999976,,0.300000012,0.07,3,3,1,0,2.099999905
"Vein, alkoholivaba",20.79999924,5,0,0.200000003,0,95,0.280000001,5,0,0,0,,0,0,0,,,,0,0,0,,0,0,0,0,0,3.400000095,100,7.800000191,12,10,0.819999993,0.029999999,0.01,0.079999998,2,0.100000001,1,5,0,0,0,0,,0,,0,0,,0,,,0,,0,0,0,0.0085
"Vein, kange",133.3000031,6,0,0.200000003,15.5,77,0.25999999,6,0,0,6,6,0,0,0,,,,0,0,0,,0,0,0,0,0,8.300000191,88,7,10.80000019,10,0.419999987,0.039999999,0.090000004,0.340000004,0.5,0.100000001,6,3,0,0,0,0,,0,,0,0.01,0.079999998,0.079999998,,,0.01,,0.100000001,0,0,0.020749999
"Vein, lahja",68.5,0.300000012,0,0.200000003,9.5,88,0.280000001,0.300000012,0,,0.159999996,,0,0,0.039999999,0.119999997,,,0,0,0,,0,0,0,0,0,3.400000095,100,7.800000191,12,10,0.819999993,0.029999999,0.01,0.079999998,2,0.100000001,1,5,0,0,0,0,,,,0,0.02,0.090000004,0.090000004,,0.039999999,0.02,,0.200000003,0,0,0.0085
Portvein,159.6999969,12,0,0.100000001,15.89999962,72,0.25999999,12,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,0,4,97,4,11,12,0.400000006,0.039999999,0.100000001,0.340000004,0.5,0.100000001,6,3,0,0,0,0,,0,,0,0.01,0.059999999,0.059999999,,,0.01,,0,0,0,0.01
"Vein, punane",68.5,0.300000012,0,0.200000003,9.5,88,0.280000001,0.300000012,0,,0.159999996,,0,0,0.039999999,0.119999997,,,0,0,0,,0,0,0,0,0,3.400000095,100,7.800000191,12,10,0.819999993,0.029999999,0.01,0.079999998,2,0.100000001,1,5,0,0,0,0,,,,0,0.02,0.090000004,0.090000004,,0.039999999,0.02,,0,0,0,0.0085
"Vein, roosa",71.30000305,2.5,0,0.100000001,8.699999809,83,0.100000001,2.5,0,0,0.119999997,,0,0,0,0.119999997,,,0,0,0,,0,0,0,0,0,4,75,12,7,6,0.949999988,0.039999999,0.02,0.100000001,,,,,0,0,0,0,,,,0,0.01,0.07,0.07,,0.039999999,0.02,,0,0,0,0.01
"Vein, valge, kuiv",66.5,0.600000024,0,0.100000001,9.100000381,88,0.300000012,0.600000024,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,0,4,61,9,8,6,0.5,0.01,0.01,0.100000001,0.5,0.100000001,12,0.5,0,0,0,0,,,,0,0.01,0.059999999,0.059999999,,0.029999999,0.02,,0.200000003,0,0,0.01
"Vein, valge, magus",95.80000305,5.900000095,0,0.200000003,10.19999981,83,0.300000012,5.900000095,0,0,3,,0,0,,3,,,0,0,0,,0,0,0,0,0,13,110,14,11,13,0.579999983,0.01,0.050000001,0.100000001,0.5,0.100000001,12,0.5,0,0,0,0,,,,0,0.01,0.079999998,0.079999998,,0.029999999,0.01,,0,0,0,0.032499999
"Vein, valge, poolmagus",75.59999847,3.400000095,0,0.100000001,8.800000191,83,0.100000001,3.400000095,0,0,1.700000048,,0,0,,1.700000048,,,0,0,0,,0,0,0,0,0,8.199999809,29,44,3.200000048,3.5,0.319999993,0.01,0.0084,0.02,0.5,0.100000001,12,0.5,0,0,0,0,,,,0,0.01,0.079999998,0.079999998,,0.029999999,0.01,,0,0,0,0.020500001
"Veiseliha, abaliha, toores, tüüp 'Rakvere', 'Maks & Moorits'",202,0,14,19,0,67.40000153,1,0,0,0,0,0,0,0,0,0,0,13,6.5,5.900000095,0.600000024,0.400000006,3.299999952,2.5,0.300000012,0.100000001,64.40000153,61,320,8,21,162,2.400000095,4.400000095,0.079999998,0,1,9,4,0.699999988,15.07499981,13,25,0.550000012,,0.349999994,0.600000024,0.059999999,0.180000007,9.399999619,5.699999809,3.700000048,0.75999999,0.449999988,2,12,1.399999976,0,0.152500004
"Veiseliha, keskmiselt, toores",126.5999985,0,4.199999809,22.20000076,0,72.30000305,0.980000019,0,0,0,0,0,0,0,0,0,0,10.89999962,1.899999976,1.600000024,0.300000012,0.300000012,0.899999976,0.699999988,0.25,0,58.40000153,63.70000076,328,5,22.60000038,328,2.599999905,4.599999905,0.079999998,0,2.700000048,7.5,3.799999952,0.699999988,7.47300005,4.900000095,31,0.029999999,,0.670000017,3.400000095,0.079999998,0.189999998,9.800000191,5.699999809,4.099999905,0.600000024,0.379999995,0.870000005,4.800000191,1.200000048,0,0.159250006
"Veiseliha, klass E, toores",143,0,7,20,0,69,1,0,0,0,0,0,0,0,0,0,,6.670000076,3.190000057,2.869999886,0.610000014,,1.580000043,1.440000057,0.340000004,0.109999999,59,71,320,7.599999905,23,170,1.600000024,4.400000095,0.085000001,0.01,2.5,21,1,1,5.90899992,4,23,0.400000006,,0.340000004,,0.090000004,0.159999996,8.899999619,5.099999905,,0.699999988,0.319999993,0,10,2,0,0.177499995
"Veiseliha, klass O, toores",188,0,12,20,0,67,1,0,0,0,0,0,0,0,0,0,,10.92000008,5.159999847,4.71999979,1.039999962,,2.579999924,2.309999943,0.569999993,0.189999998,66,62,315,8.100000381,21.29999924,173,1.799999952,4.300000191,0.085000001,0.01,2.5,19,2,1,10.29199982,8.300000191,24,0.5,,0.400000006,,0.090000004,0.150000006,8.600000381,5,,0.600000024,0.340000004,1.200000048,9,2,0,0.155000001
"Veiseliha, koot, kondiga, toores",84.59999847,0,4.199999809,11.69999981,0,40,0.439999998,0,0,0,0,0,0,0,0,0,,4.039999962,1.929999948,1.74000001,0.370000005,,0.959999979,0.870000005,0.209999993,0.059999999,31,30,133,4.599999905,9,74,1.100000024,1.700000048,0.039000001,0.01,1.299999952,9.699999809,1.600000024,0.529999971,3.312599897,2.299999952,12.19999981,0.300000012,,0.25,,0.039999999,0.07,4.5,2.5,,0.370000005,0.270000011,0,5.300000191,1.100000024,0,0.075000003
"Veiseliha, koot, toores",160,0,8,22,0,69,0.829999983,0,0,0,0,0,0,0,0,0,,7.619999886,3.640000105,3.279999971,0.699999988,,1.809999943,1.649999976,0.389999986,0.119999997,59,56,250,8.600000381,17,140,2.099999905,3.299999952,0.074000001,0.01,2.5,18,3,1,6.317299843,4.400000095,23.10000038,0.600000024,,0.479999989,,0.079999998,0.119999997,8.5,4.699999809,,0.699999988,0.5,0,10,2,0,0.140000001
"Veiseliha, laba, kondiga, toores",138,0,6,21,0,74.30000305,1,0,0,0,0,0,0,0,0,0,0,5.099999905,2.400000095,2.400000095,0.300000012,0.200000003,1.299999952,1,0.200000003,0,61.59999847,69,329,6,23,182,2.299999952,4.900000095,0,0,1,8,4,0.699999988,4.664000034,4,8,0.5,,0.100000001,0.200000003,0.050000001,0.180000007,8.899999619,5.099999905,3.799999952,0.779999971,0.579999983,0,12,1.200000048,0,0.172499999
"Veiseliha, praetükk, toores",133,0,5,22,0,69,1.200000048,0,0,0,0,0,0,0,0,0,,4.579999924,1.970000029,2.059999943,0.550000012,,1.059999943,0.800000012,0.280000001,0.109999999,59,55,400,6,26,220,1.700000048,3.900000095,0.097999997,0.01,2.5,20,1,1,5.157999992,3,26,0.600000024,,0.25999999,,0.109999999,0.170000002,9.100000381,5.300000191,,0.699999988,0.319999993,4.599999905,10,2,0,0.137500003
"Veiseliha, rind, toores",270,0,22,18,0,60,0.829999983,0,0,0,0,0,0,0,0,0,,20.95000076,10,9.020000458,1.929999948,,4.96999979,4.53000021,1.070000052,0.340000004,74,56,250,8.600000381,17,140,2.099999905,3.299999952,0.074000001,0.01,2.5,18,3,1,23.82600021,22,22,0.699999988,,0.479999989,,0.079999998,0.119999997,8.300000191,4.699999809,,0.5,0.25,0,8,1,0,0.140000001
"Veiseliha, sisefilee, toores, tüüp 'Rakvere'",193,0,13,19,0,67,0.899999976,0,0,0,0,0,0,0,0,0,0,11.30000019,5.199999809,5.599999905,0.5,0.100000001,3.200000048,1.600000024,0.300000012,0.200000003,63.40000153,48,390,5.5,27,220,2.599999905,3.900000095,0,0,0.800000012,5,23,1.399999976,3.497999907,3,6,0.400000006,,0.400000006,1.600000024,0.050000001,0.170000002,9.600000381,5.900000095,3.700000048,0.899999976,0.300000012,0,4,1.600000024,0,0.119999997
"Veiseliha, soolatud",105.1999969,0,2.799999952,20,0,70,4.800000191,0,0,0,0,0,0,0,0,0,,2.579999924,1.110000014,1.159999967,0.310000002,,0.600000024,0.449999988,0.150000006,0.059999999,46,1160,380,20,23,300,1.700000048,3.5,0.100000001,0.02,2.5,18,12,3,5.328000069,4,16,0,,0.180000007,,0.109999999,0.189999998,7.800000191,4.099999905,,,0.330000013,,3,1.399999976,0,2.900000095
"Veiseliha, välisfilee, toores, tüüp 'Rakvere'",133,0,5,22,0,73.30000305,1.100000024,0,0,0,0,0,0,0,0,0,0,4.5,2,2.200000048,0.300000012,0.200000003,1.100000024,0.800000012,0.100000001,0,63.29999924,58,333,6,22,189,2.200000048,3.799999952,0.079999998,0,11,9,4,0.699999988,5.664000034,5,8,0.5,0.5,0.100000001,1.5,0.079999998,0.25999999,9.699999809,5.699999809,4,0.800000012,0.560000002,1,12,2,0,0.144999996
Veripannkoogijahu,337,58,1,24,0,10.60000038,,58,,,0,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,0
"Seaveri, toores",75.30000305,0.100000001,0.100000001,18.5,0,79.19999695,1.5,0.100000001,0,0,0.100000001,0,0,0,0.100000001,0,,,,,,,,,,,40,460,160,8.100000381,5.400000095,99,37,0.330000013,0.140000001,0.01,5,6.800000191,1,1,38.02700043,15.69999981,269,,,,,0.090000004,0.029999999,3.400000095,0.600000024,,,,,,,0,1.149999976
"Verikäkk, toores",189.3999939,26.5,4.400000095,8.600000381,,58,2.599999905,31.20000076,4.699999809,,0,,,,,,,3.200000048,0.400000006,1.200000048,1.600000024,,,,,,,,,18,,123,13.30000019,,,,,,,,,,,,,,,0.109999999,0.059999999,3.099999905,1.700000048,,,0.119999997,,,,,0
Verileib,254.8000031,38.20000076,4.099999905,11.89999962,0.300000012,31,2.400000095,45.90000153,7.699999809,34.59999847,3.599999905,1.399999976,0,0.400000006,0.800000012,1,,3.49000001,1.480000019,0.959999979,1.049999952,,0.769999981,0.25,0.899999976,0.140000001,15.19999981,474,362,25.29999924,72.19999695,259,14.10000038,2.200000048,0.430000007,1.99000001,23,7.300000191,2,13,28.33519936,20.5,94.40000153,0.119999997,,1.100000024,,0.100000001,0.050000001,2.900000095,1.299999952,,0.400000006,0.140000001,1.700000048,20,0,0,1.184999943
"Verivorst, R 6%, küpsetatud",150.4470062,11.25879955,7.529409885,8.705880165,0,68.23529816,1.411759973,12.67059994,1.411759973,10.82349968,0.352941006,0.117647,0,0,0.117647,0.117647,,6.988239765,2.858819962,3.011759996,1.117650032,,1.694120049,0.905882001,0.976471007,0.105881996,19.64710045,452.9410095,116.8239975,9.411769867,14.58819962,77.64710236,14,0.529411972,0.129411995,0.258823991,20,7.764709949,0.811765015,1.294119954,16.23159981,8,99.17649841,0.047058798,,0.223528996,,0.023529399,0.0117647,1.482349992,0.741176009,,0.0494118,0.0282353,0,1.058820009,0.0117647,0,1.132349968
"Vermut, kuiv",119.6999969,5.5,0,0.100000001,13.89999962,77,0.25999999,5.5,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,0,17,40,7,5,7,0.340000004,0.039999999,0.059999999,0.340000004,0.5,0.100000001,6,3,0,0,0,0,,0,,0,0,0.039999999,0.039999999,,,0.01,,0,0,0,0.0425
"Vermut, magus",154.6000061,15.89999962,0,0,13,71,0.25999999,15.89999962,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,0,28,30,6,4,6,0.360000014,0.029999999,0.039999999,0.340000004,0.5,0.100000001,6,3,0,0,0,0,,0,,0,0,0.039999999,0.039999999,,,0,,0,0,0,0.07
Vesi,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.900000095,0,3,0,0,0,0,0,5,1.200000048,0.100000001,0,0.100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01225
"Viigimarjad, kuivatatud",257.2999878,54.09999847,0.899999976,3.299999952,0,30.10000038,1.899999976,63.90000153,9.800000191,5.099999905,47.77000046,0.07,0,0,24.79999924,22.89999962,0,0.649999976,0.140000001,0.159999996,0.349999994,0,0.109999999,0.029999999,0.349999994,0,0,10,680,162,68,67,2.029999971,0.550000012,0.289999992,0.50999999,1.100000024,0.600000024,0.07,130,0.497999996,0,6,0,0,0.349999994,16,0.090000004,0.079999998,0.949999988,0.620000005,0.330000013,0.430000007,0.109999999,1,9,0,1.200000048,0.025
"Viigimarjad, värsked",76.69999695,16.29999924,0.300000012,0.75,0,79.09999847,0.660000026,19.20000076,2.900000095,0,9.600000381,0.300000012,0,0,5.199999809,4.099999905,0,0.270000011,0.059999999,0.07,0.140000001,0,0.050000001,0.01,0.140000001,0,0,1,232,35,17,14,0.370000005,0.150000006,0.07,0.129999995,1.5,0.200000003,,,7.054999828,0,85,0,0,0.100000001,4.699999809,0.059999999,0.050000001,0.600000024,0.400000006,0.200000003,0.300000012,0.109999999,,6,0,2,0.0025
Viin,224,0,0,0,32,68,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0
Viinamarjad,72,15.69999981,0.400000006,0.600000024,0,84,0.400000006,17.29999924,1.600000024,0,15,0.5,0,0,7.400000095,7.099999905,0,0.119999997,0.059999999,0.01,0.059999999,0,0,0,0,0,0,2,191,13.5,7,21.79999924,0.200000003,0.059999999,0.150000006,0.090000004,0.400000006,0.300000012,0.170000002,0.899999976,2.739000082,0,33,0,0,0.400000006,15,0.039999999,0.01,0.200000003,0.150000006,0.050000001,0.079999998,0.039999999,0.200000003,5,0,10.80000019,0.005
"Viiner / Sardell, keedetud",242.3000031,2.400000095,20.5,12,0,63,2.799999952,2.5,0.100000001,0,2.400000095,0,2.200000048,0,0.200000003,0,,19.60000038,7.900000095,9,2.700000048,,4.599999905,2.799999952,2.200000048,0.300000012,46,720,170,63,13,190,0.899999976,1.700000048,0.061999999,0,7,11,6,3,20.66399956,20,8,0.5,,0.300000012,,0.100000001,0,2.299999952,1.399999976,,0.400000006,0.100000001,2.200000048,2,1.100000024,0,1.799999952
"Viiner / Sardell, toores",262.2999878,7.400000095,20.5,12,0,63,2.799999952,7.5,0.100000001,5,2.299999952,,2.200000048,,0.200000003,,,19.5,7.869999886,8.989999771,2.680000067,,4.570000172,2.819999933,2.170000076,0.25999999,46,720,170,63,13,190,0.899999976,1.700000048,0.061999999,0.02,7,11,6,3,20.66399956,20,8,0.5,,0.310000002,,0.129999995,0.100000001,3.299999952,2,,0.699999988,0.119999997,3.700000048,4,1.100000024,0,1.799999952
"Virsik, konserveeritud",59.79999924,14,0,0.5,0,81.09999847,0.219999999,14.89999962,0.899999976,0,15.19999981,7.800000191,0,0,4.199999809,3.200000048,,,0,0,0,,0,0,0,0,0,1.5,100,1.899999976,5.5,11,0.289999992,0.310000002,0.043000001,0.050000001,0.5,0.100000001,2,3,8.300000191,0,100,0,,2,,0.01,0.01,0.699999988,0.600000024,,0.050000001,0.02,0.100000001,7,0,5,0.00375
"Virsik, kuivatatud",250.3999939,53.09999847,0.800000012,3.599999905,0,31.79999924,2.5,61.29999924,8.199999809,0,47.90000153,34.29999924,0,0,6.199999809,7.400000095,0,0.779999971,0.079999998,0.300000012,0.400000006,,0.07,0,0,0,0,13.69999981,1230,62,50,151,3.5,0.100000001,0.600000024,0.300000012,0,0.5,,,73.53800201,0,886,0,0,0.5,8.800000191,0.01,0.100000001,1.700000048,1.299999952,0.400000006,0.600000024,0.029999999,0.200000003,0,0,4.800000191,0.034249999
Viski,246.3999939,0,0,0,35.20000076,65,0.100000001,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0.140000001,2.799999952,1.5,0.25,0,0,0,0,,,,,,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0.00035
"Polüvitamiinitabletid, lahustuvad, tüüp 'Balance'",17.25,3.5,0.25,0.25,,,,3.5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,28,35,400,400,,150,35,1300,5000,63,2000,
"Biovital vitamiinijook, valmis",0,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,2,2.799999952,,20,,,2,,,5,100,0
"Voimix, R 80%",731.5,0.899999976,80.69999695,0.400000006,0,17,2,0.899999976,0,0,0.400000006,0,0.400000006,,,0,,75,22.79999924,33.09999847,19.10000038,,9.100000381,6.170000076,17.39999962,1.700000048,20,670,21,11,2.200000048,10,0.119999997,0.050000001,0.012,0.01,,0.5,1,10,527.3499756,490,450,7,,15,,0.01,0.029999999,0,0,,0.079999998,0,0.200000003,2,0,0,1.674999952
"Grillvorst, R 20%",259.7999878,9.199999809,19.60000038,11.60000038,0,61.40000153,2.5,9.300000191,0.100000001,7.699999809,1.424999952,,1.299999952,,0.25,,,16.10000038,7.46999979,8.609999657,2.579999924,,4.369999886,2.650000095,2.099999905,0.230000004,65,720,150,62,12,180,0.819999993,1.399999976,0.081,0.029999999,9,10,6,3,5.829999924,5,10,0,,0.289999992,,0.129999995,0.100000001,3.5,2,,0.5,0.150000006,2,4,0,,1.799999952
Keeduvorst,263.3999939,7.199999809,21.79999924,9.600000381,0,61,2.900000095,7.199999809,0,5,2.099999905,,2,0,0.200000003,,,20.77000046,8.149999619,9.619999886,3,,4.829999924,2.849999905,2.430000067,0.300000012,65,720,170,74,14,190,0.910000026,1.700000048,0.059999999,0.02,6,8.300000191,6,3,1.37349999,1,4.5,0,,0.300000012,,0.379999995,0.270000011,5.699999809,3.900000095,,0.400000006,0.119999997,,1,0,0,1.799999952
"Lastevorst, tüüp 'Maks & Moorits'",256.1600037,6,20,13,0,67.90000153,2.75,6.079999924,0.079999998,5.800000191,0.200000003,0.033399999,0,0.033300001,0.100000001,0.033300001,,19.95999908,8,9.229999542,2.730000019,,1.860000014,1.159999967,0.850000024,0.079999998,37.79999924,720,172,9.149999619,12.39999962,96.40000153,0.810000002,1.850000024,0.057999998,0.01,52,13,2.099999905,0.769999981,6.597249985,6.119999886,5.75,0.289999992,,0.239999995,,0.119999997,0.050000001,3.299999952,2,,0.239999995,0.100000001,0.379999995,1.700000048,0.709999979,0,1.799999952
"Lastevorst, tüüp 'Rakvere'",235.0800018,4,19,12,0,63.79999924,2.579999924,4.039999962,0.039999999,2.099999905,1.899999976,0.0114,1.879999995,0,0.012,0,,15.89999962,7.099999905,9.430000305,2.49000001,,3.619999886,2.190000057,1.470000029,0.140000001,42.59999847,760,181,50.70000076,13,106,0.769999981,1.409999967,0.050000001,0.01,52,12,2.200000048,0.680000007,13.44779968,13.10000038,4.190000057,0.319999993,,0.370000005,,0.119999997,0.07,2.900000095,1.600000024,,0.25999999,0.090000004,0.99000001,2.299999952,0.49000001,0.100000001,1.899999976
"Lastevorst, tüüp 'Rannarootsi'",243.9799957,5,20.29999924,10.30000019,0,64.80000305,2.359999895,2.980000019,0.039999999,4.400000095,0.600000024,0,0.589999974,0,0.01,0,,20.29999924,6.5,10.60000038,3.200000048,,4.050000191,2.349999905,1.980000019,0.170000002,36.5,680,148,36.70000076,10.89999962,90.30000305,0.920000017,1.120000005,0.048999999,0.01,44,13,2.400000095,0.74000001,5.244420052,5.099999905,1.74000001,0.310000002,,0.25999999,,0.150000006,0.07,2.799999952,1.600000024,,0.239999995,0.090000004,0.709999979,1.399999976,0.389999986,0.059999999,1.700000048
"Lastevorst, tüüp 'Saaremaa'",251.4799957,2,21.39999962,12.69999981,0,59.90000153,2.50999999,3.00999999,0.039999999,1.799999952,0.200000003,0,0.200000003,0,0.01,0,,19.70000076,7.699999809,9.369999886,2.630000114,,4.900000095,3.140000105,2.150000095,0.25,33.20000076,680,122,37.59999847,10.5,81.30000305,1.159999967,1.049999952,0.039999999,0.01,48,9.699999809,1.799999952,0.850000024,6.510059834,6.110000134,4.820000172,0.310000002,,0.280000001,,0.090000004,0.050000001,2.900000095,1.399999976,,0.209999993,0.079999998,0.400000006,1.600000024,0.370000005,0.059999999,1.700000048
"Lastevorst, viilutatud, tüüp 'Saaremaa'",251.4600067,2,21.39999962,12.69999981,0,67.69999695,2.650000095,2.029999971,0.029999999,1.799999952,0.200000003,0,0.200000003,0,0.01,0,,21.35000038,7.699999809,10.69999981,2.950000048,,3.400000095,2.369999886,1.330000043,0.170000002,46.29999924,680,183,36.79999924,13.80000019,112,1.269999981,1.690000057,0.055,0.01,50,14,2.599999905,0.74000001,11.37020016,10.80000019,6.869999886,0.389999986,,0.289999992,,0.109999999,0.07,3.400000095,2,,0.25999999,0.100000001,0.670000017,2.299999952,0.560000002,0.059999999,1.700000048
"Lastevorst, tüüp 'Valla'",172.1999969,4,12,12,0,67.69999695,2.299999952,4.099999905,0.100000001,3.099999905,0.899999976,0,0,0,0,0,,12,3.599999905,6.650000095,1.75,,1.899999976,1.299999952,0.800000012,0.100000001,29.60000038,720,134,10.39999962,11.10000038,87.19999695,1.179999948,1.450000048,0,0,43,9.199999809,1.700000048,0.610000014,5.558199883,5.110000134,5.400000095,0.239999995,,0.209999993,,0.079999998,0.039999999,2.900000095,1.5,1.399999976,0.170000002,0.079999998,0.409999996,1.299999952,0.540000021,0.02,1.799999952
Peekonvorst,211.8000031,3,16.60000038,12.60000038,0,65.59999847,4,3,,,3,,3,,,,,15.81999969,6.199999809,7.329999924,2.289999962,,3.680000067,2.170000076,1.820000052,0.230000004,65,720,260,94,18,290,0.939999998,1.899999976,0.100000001,0.02,11,8.300000191,5,4,1.37349999,1,4.5,0,,0.300000012,,0.400000006,0.200000003,5.699999809,3.900000095,,0.400000006,0.119999997,0,1,0,,1.799999952
Suitsuvorst,372.6000061,0,33.79999924,17.10000038,0,45,5.599999905,0,,,0,,,,,,,32.70000076,13.19999981,14.60000038,4.849999905,,3.140000105,4.800000191,3.960000038,0.300000012,89.09999847,1460,273,26,20,142,1.899999976,3.900000095,0.150000006,0.039999999,2.5,19,8,5,5.826000214,4,22,0.5,,0.779999971,,0.100000001,0.109999999,5.199999809,3.099999905,,0.680000007,0.109999999,3.700000048,5.400000095,0.75,0,3.650000095
Rõngasvorst,230.3999939,8.899999619,17.39999962,9.5,0,61.79999924,2.700000048,9,0.100000001,7.400000095,1.299999952,,1.299999952,,,,,17.38999939,6.960000038,8.029999733,2.400000095,,4.070000172,2.480000019,1.960000038,0.209999993,65,760,150,62,12,180,0.819999993,1.399999976,0.081,0.029999999,9,10,6,3,5.829999924,5,10,0,,0.289999992,,0.129999995,0.100000001,3.5,2,,0.5,0.150000006,2,4,0,,1.899999976
Salaamivorst,427.7000122,0,38.09999847,21.20000076,0,33.20000076,5.599999905,0,0,0,0,0,0,0,0,0,,36.86999893,14.89999962,16.5,5.46999979,,3.539999962,5.409999847,4.460000038,0.550000012,79,1760,337,10,19,197,2.5,3.900000095,0.150000006,0.039999999,2.5,19,8,5,5.826000214,4,22,0.5,,0.779999971,,0.379999995,0.270000011,6.599999905,3.900000095,,0.680000007,0.150000006,3.700000048,3.700000048,0.75,0,4.400000095
Tanguvorst,216.8000031,12.30000019,14,10.39999962,0,58,2.700000048,12.30000019,,12.10000038,0,,,,,,,,,,,,,,,,65,720,,,,,,,,,,,,,5.363200188,4.5,10.39999962,0,,0.289999992,,0.129999995,0.100000001,3.299999952,2,,0.5,0.119999997,2,2,1,0,1.799999952
"Verivorst, R 6%, toores",127.8799973,9.569999695,6.400000095,7.400000095,0,73,1.200000048,10.77000046,1.200000048,9.199999809,0.300000012,0.100000001,0,0,0.100000001,0.100000001,,5.940000057,2.430000067,2.559999943,0.949999988,,1.440000057,0.769999981,0.829999983,0.090000004,16.70000076,385,99.30000305,8,12.39999962,66,11.89999962,0.449999988,0.109999999,0.219999999,17,6.599999905,0.689999998,1.100000024,13.7968998,6.800000191,84.30000305,0.039999999,,0.189999998,,0.050000001,0.02,1.799999952,0.899999976,,0.07,0.039999999,0,1.799999952,0.01,0,0.962499976
"Või, R 82%, tüüp 'Tere', 'Saaremaa', 'Valio'",743.9199829,0.879999995,82,0.600000024,0,15.89999962,1.200000048,0.879999995,0,0,0.879999995,0,0.879999995,0,0,0,0,81.98999786,48.70000076,29.5,3.789999962,2.599999905,25.20000076,8.5,2,0.400000006,178,0,18,24,2.599999905,34,0.200000003,0.100000001,0,0,1.5,0.5,6,0.200000003,706,668,457,0.300000012,0.300000012,1.5,7,0,0.029999999,0.200000003,0.100000001,0.100000001,0.050000001,0,0,3,0,0,0
"Või-taimeõlisegu, R 40%",396,2,40,7,0,48,,2,0,0,1,0,1,0,0,0,,37.72000122,17,15.19999981,5.519999981,,7.519999981,2.839999914,3.74000001,1.74000001,,480,,,,,,,,,,0.25,,,515.6900024,480,430,7,,3.599999905,,,,,,,,,,,,,1.200000048
"Või-taimeõlisegu, R 80%",722,0.5,80,0.5,0,17,1.360000014,0.25,0,0,0.25,0,0.5,0,0,0,,75.93000031,41,26.79999924,8.130000114,,17.60000038,7.300000191,5.619999886,2.200000048,200,600,14.39999962,19.20000076,2.099999905,27.20000076,0.140000001,0.059999999,0.0088,0.01,3.200000048,0.400000006,4.800000191,8,477.4299927,460,210,0.579999983,,6.199999809,,0.01,0.029999999,0.200000003,0.100000001,,0.100000001,0,0,0,0,0,1.5
"Või-taimeõlisegu, väga soolane, R 80%",722,0.5,80,0.5,0,17,1.360000014,0.25,0,0,0.5,0,0.5,0,0,0,,75.93000031,41,26.79999924,8.130000114,,17.60000038,7.300000191,5.619999886,2.200000048,200,880,14.39999962,19.20000076,2.099999905,27.20000076,0.140000001,0.059999999,0.0088,0.01,3.200000048,0.5,4.800000191,8,477.4299927,460,210,0.579999983,,6.199999809,,0.01,0.029999999,0.200000003,0.100000001,,0.100000001,0,0,0,0,0,2.200000048
